;meta[fps=30]
;meta[frames=15]
;meta[profile=mrrr]
lip_lower_center_up;0;0;0;-0.0022432052;0.019498631;0.07263142;0.1304176;0.14953773;0.12027308;0.05842909;0.012735617;-0.0015669039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;-0.0020372532;0.017711857;0.06592686;0.11839447;0.13576122;0.10921014;0.05306878;0.0115889665;-0.0014249642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;-0.0019815906;0.017227594;0.06412616;0.11519388;0.13211532;0.10630177;0.051677216;0.01129952;-0.0013887835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;0;0;-0.0027818345;0.020744363;0.11894944;0.28024682;0.4289923;0.48124918;0.39330807;0.2314025;0.09364148;0.020238206;-0.0025287552;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;-0.0016878776;0.012596833;0.072076656;0.16977762;0.25989026;0.29162318;0.23841116;0.14037141;0.056851063;0.012307016;-0.0015368463;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;0;-0.0013756101;0.010253806;0.058861416;0.1386713;0.21231541;0.23820095;0.19469982;0.11455729;0.046370707;0.01000889;-0.0012511113;0;0;0;0;0;0;0;0;0;0
lip_lower_in;0;0;0;-0.0007848435;0.0068242424;0.025390524;0.04558772;0.052267235;0.042039223;0.020422628;0.0044585792;-0.00054827717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;0;0;-0.001318463;0.009829285;0.05639592;0.13294025;0.20355147;0.2283635;0.18663393;0.10978551;0.044395056;0.00958437;-0.0011980463;0;0;0;0;0;0;0;0;0;0
lip_upper_center_down;0;0;0;-0.0048537836;0.04219786;0.15707445;0.282154;0.32359487;0.2603621;0.12656575;0.02766991;-0.0034009889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0;0;0;-0.00406894;0.03536805;0.13173959;0.23620005;0.27502623;0.23887648;0.15433289;0.09689885;0.07982675;0.067588575;0.039776355;0.016115455;0.0034778044;-0.00043472552;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0;0;0;-0.0041246032;0.035857886;0.1334874;0.23948598;0.2768037;0.23199917;0.13297884;0.06251047;0.040912982;0.035810757;0.02108112;0.00855164;0.0018450321;-0.000230629;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0;0;0;-0.00088503637;0.0076925806;0.02865792;0.051487964;0.059058078;0.047521994;0.023105571;0.0050486033;-0.0006206387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cheek_right_up;0;0;0;0;0;0;-0.00016706751;0.0012420724;0.007178655;0.01692805;0.025957566;0.029140595;0.023834674;0.014021425;0.005674172;0.0012140826;-0.00015219767;0;0;0;0;0;0;0;0;0;0
cheek_left_up;0;0;0;0;0;0;-0.00019243378;0.0014345061;0.008232667;0.019400826;0.029704778;0.033326034;0.027238125;0.016024483;0.006483269;0.0013995186;-0.00017493982;0;0;0;0;0;0;0;0;0;0
nostrils_out;0;0;0;-0.0024571088;0.021358557;0.079545915;0.14289398;0.16388676;0.13186085;0.06409953;0.014003135;-0.0017215665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0;0;0;0;0;0;-0.0015190607;0.011312774;0.06509218;0.1534426;0.2349325;0.26353222;0.21534799;0.12662725;0.051213633;0.011056199;-0.0013820247;0;0;0;0;0;0;0;0;0;0
tongue_back;0;0;0;0;0;0;-0.0056476397;0.042090513;0.24170557;0.5696885;0.87239265;0.9788027;0.80003756;0.47064924;0.19038987;0.04106421;-0.005134484;0;0;0;0;0;0;0;0;0;0
normal0;0;0;0;0;0;0;-0.004490122;0.03347182;0.19209558;0.45268586;0.6931115;0.7776073;0.6355563;0.37390465;0.15127628;0.032655437;-0.004081929;0;0;0;0;0;0;0;0;0;0
normal1;0;0;0;0;0;0;-0.004490122;0.03347182;0.19209558;0.45268586;0.6931115;0.7776073;0.6355563;0.37390465;0.15127628;0.032655437;-0.004081929;0;0;0;0;0;0;0;0;0;0
normal3;0;0;0;0;0;0;-0.004490122;0.03347182;0.19209558;0.45268586;0.6931115;0.7776073;0.6355563;0.37390465;0.15127628;0.032655437;-0.004081929;0;0;0;0;0;0;0;0;0;0
normal4;0;0;0;0;0;0;-0.004490122;0.03347182;0.19209558;0.45268586;0.6931115;0.7776073;0.6355563;0.37390465;0.15127628;0.032655437;-0.004081929;0;0;0;0;0;0;0;0;0;0
normal5;0;0;0;0;0;0;-0.004490122;0.03347182;0.19209558;0.45268586;0.6931115;0.7776073;0.6355563;0.37390465;0.15127628;0.032655437;-0.004081929;0;0;0;0;0;0;0;0;0;0
normal6;0;0;0;0;0;0;-0.004490122;0.03347182;0.19209558;0.45268586;0.6931115;0.7776073;0.6355563;0.37390465;0.15127628;0.032655437;-0.004081929;0;0;0;0;0;0;0;0;0;0
